inspection_id,license_,facility_type,risk,zip,inspection_date,inspection_type,results,latitude,longitude
2546081,2723872,Grocery Store,Risk 2 (Medium),60605,2022-01-04T00:00:00.000,Canvass,Pass,41.87501057316559,-87.627474631035
2546082,2215650,Daycare (2 - 6 Years),Risk 1 (High),60610,2022-01-04T00:00:00.000,License,Fail,41.899021699577446,-87.62892425348232
2546084,2813666,Restaurant,Risk 1 (High),60618,2022-01-04T00:00:00.000,License,Fail,41.96127134510051,-87.71046266805209
2546085,2822699,Children's Services Facility,Risk 1 (High),60639,2022-01-04T00:00:00.000,License,Fail,41.93159332989326,-87.75032101904218
2546086,2364202,Daycare Above and Under 2 Years,Risk 1 (High),60649,2022-01-04T00:00:00.000,License,Fail,41.770009419938006,-87.56709303658094
2546087,2823180,Restaurant,Risk 1 (High),60611,2022-01-04T00:00:00.000,License,Pass,41.89019627869941,-87.62673545281827
2546088,2823181,Restaurant,Risk 1 (High),60611,2022-01-04T00:00:00.000,License,Pass,41.89019627869941,-87.62673545281827
2546089,1904661,Restaurant,Risk 1 (High),60610,2022-01-04T00:00:00.000,Canvass,Pass,41.88926952817214,-87.62973533104446
2546090,3596,Restaurant,Risk 1 (High),60613,2022-01-04T00:00:00.000,Complaint,Pass,41.95436836115346,-87.65522418220391
2546092,1379914,Restaurant,Risk 1 (High),60647,2022-01-04T00:00:00.000,Canvass,Fail,41.9100178857574,-87.72447840284197
2546094,2813313,Mobile Food Preparer,Risk 2 (Medium),60612,2022-01-04T00:00:00.000,License,Fail,41.88390509704504,-87.70605925083947
2546095,2595954,Daycare Combo 1586,Risk 1 (High),60636,2022-01-04T00:00:00.000,Canvass,Fail,41.78741253524762,-87.68400312578896
2546096,2559448,SUPPORTIVE LIVING,Risk 1 (High),60619,2022-01-04T00:00:00.000,Canvass,Fail,41.76430277851535,-87.59109571691616
2546099,1678035,Grocery Store,Risk 1 (High),60646,2022-01-04T00:00:00.000,Canvass,Pass,41.990494771830264,-87.74847741422931
2546100,2827284,Restaurant,Risk 1 (High),60641,2022-01-04T00:00:00.000,License,Pass,41.94614611486697,-87.72754094319556
2546101,2813104,Restaurant,Risk 1 (High),60636,2022-01-04T00:00:00.000,License,Pass,41.78006898552003,-87.66408861696442
2546102,2770955,Restaurant,Risk 1 (High),60622,2022-01-04T00:00:00.000,Canvass,Pass,41.89758036350436,-87.66718641217582
2546104,10559,Restaurant,Risk 1 (High),60642,2022-01-04T00:00:00.000,Canvass,Fail,41.90324286545451,-87.66706204782344
2546106,2522179,Bakery,Risk 1 (High),60660,2022-01-04T00:00:00.000,Canvass,Fail,41.98373915183195,-87.65964672940271
2546107,1898472,Restaurant,Risk 1 (High),60646,2022-01-04T00:00:00.000,Canvass,Pass,41.990494771830264,-87.74847741422931
2546108,2803835,Restaurant,Risk 1 (High),60604,2022-01-04T00:00:00.000,Canvass,Fail,41.87739693703613,-87.62751493171092
2546110,2412170,Restaurant,Risk 1 (High),60625,2022-01-04T00:00:00.000,Canvass,Pass,41.96873484733724,-87.71719002946986
2546112,2658672,Restaurant,Risk 1 (High),60611,2022-01-04T00:00:00.000,Canvass,Pass,41.8898747912625,-87.62425976144404
2546114,1573944,Restaurant,Risk 1 (High),60622,2022-01-04T00:00:00.000,Canvass,Pass,41.905131758861906,-87.66768922073551
2546116,2807982,Restaurant,Risk 1 (High),60649,2022-01-04T00:00:00.000,License Re-Inspection,Pass,41.75171043268834,-87.5764686289653
2546117,32939,Restaurant,Risk 1 (High),60654,2022-01-04T00:00:00.000,Canvass,Pass,41.89198922796648,-87.63393057860532
2546118,1543762,Restaurant,Risk 1 (High),60607,2022-01-04T00:00:00.000,Complaint,Pass,41.86919159569781,-87.66401334265312
2546119,2823020,Restaurant,Risk 1 (High),60641,2022-01-04T00:00:00.000,License,Pass,41.93710698410429,-87.72698208255794
2546121,16712,Grocery & Restaurant,Risk 1 (High),60609,2022-01-04T00:00:00.000,Canvass,Pass,41.81056567737924,-87.66517051690172
2546122,2433064,Restaurant,Risk 1 (High),60607,2022-01-04T00:00:00.000,Complaint,Fail,41.869855596598576,-87.64027030786521
2546123,2688790,Restaurant,Risk 1 (High),60614,2022-01-04T00:00:00.000,Complaint,Fail,41.93299009129136,-87.64086756860948
2546125,2827356,Restaurant,Risk 1 (High),60604,2022-01-04T00:00:00.000,License,Fail,41.87739693703613,-87.62751493171092
2546127,2437279,Restaurant,Risk 1 (High),60661,2022-01-04T00:00:00.000,Canvass,Fail,41.87880137816326,-87.64741620290556
2546129,19267,Restaurant,Risk 1 (High),60660,2022-01-04T00:00:00.000,Canvass,Fail,41.98373476698546,-87.65988782352466
2546157,2109251,Grocery Store,Risk 2 (Medium),60644,2022-01-04T00:00:00.000,Complaint,Pass,41.88004498075895,-87.77049337933958
2546180,2369187,Children's Services Facility,Risk 1 (High),60644,2022-01-04T00:00:00.000,License,Pass,41.88555252759883,-87.74531277707483
2546138,50484,Restaurant,Risk 1 (High),60646,2022-01-05T00:00:00.000,Canvass,Pass,41.98376846724376,-87.7661756872335
2546140,26521,School,Risk 1 (High),60621,2022-01-05T00:00:00.000,Canvass,Pass,41.758926687108456,-87.64925339921011
2546141,2738694,Restaurant,Risk 1 (High),60609,2022-01-05T00:00:00.000,Complaint,Fail,41.808780247267606,-87.65995685711123
2546142,2670284,Restaurant,Risk 1 (High),60608,2022-01-05T00:00:00.000,Canvass,Pass,41.85199480423206,-87.68031324904591
2546143,2670285,Restaurant,Risk 1 (High),60608,2022-01-05T00:00:00.000,License,Pass,41.85199480423206,-87.68031324904591
2546146,2589855,Restaurant,Risk 1 (High),60618,2022-01-05T00:00:00.000,Canvass,Fail,41.961127512862454,-87.72223919023664
2546147,2488682,Restaurant,Risk 2 (Medium),60612,2022-01-05T00:00:00.000,Complaint,Pass,41.886649246847924,-87.67766942610925
2546150,2374667,Grocery Store,Risk 2 (Medium),60628,2022-01-05T00:00:00.000,Complaint,Fail,41.69954741466738,-87.64275191512002
2546151,1142451,Grocery Store,Risk 1 (High),60605,2022-01-05T00:00:00.000,Canvass,Pass,41.86672435405559,-87.62596114837754
2546154,1474028,Grocery Store,Risk 2 (Medium),60647,2022-01-05T00:00:00.000,Short Form Complaint,Fail,41.91735854510604,-87.69934106867798
2546155,2411894,Restaurant,Risk 1 (High),60617,2022-01-05T00:00:00.000,Canvass,Pass,41.70265064291392,-87.54337388866821
2546156,2405950,Restaurant,Risk 1 (High),60622,2022-01-05T00:00:00.000,Complaint,Pass,41.903221562685445,-87.66848595723334
2546159,2823244,Grocery Store,Risk 3 (Low),60659,2022-01-05T00:00:00.000,License,Pass,41.997565216290326,-87.68758542129004
2546160,2818395,Children's Services Facility,Risk 1 (High),60643,2022-01-05T00:00:00.000,License,Fail,41.70670933007148,-87.67081386117727
2546162,24891,School,Risk 1 (High),60660,2022-01-05T00:00:00.000,Canvass,Pass,41.98342818917878,-87.66586537292214
2546166,1647557,Restaurant,Risk 1 (High),60654,2022-01-05T00:00:00.000,Canvass,Fail,41.887920731996346,-87.63235953008895
2546167,2665146,Restaurant,Risk 1 (High),60647,2022-01-05T00:00:00.000,Canvass,Pass,41.912691923355744,-87.69720455176802
2546169,2658892,Restaurant,Risk 2 (Medium),60659,2022-01-05T00:00:00.000,Canvass,Pass,41.995704951379196,-87.68996400149155
2546170,2827301,Restaurant,Risk 1 (High),60629,2022-01-05T00:00:00.000,License,Fail,41.76429990022238,-87.70069889807027
2546171,2522465,Restaurant,Risk 1 (High),60646,2022-01-05T00:00:00.000,Canvass,Pass,41.99644717759783,-87.78720723090356
2546174,2452439,Restaurant,Risk 1 (High),60660,2022-01-05T00:00:00.000,Canvass,Pass,41.9862308107723,-87.67454136310121
2546177,1516497,Grocery(Sushi prep),Risk 1 (High),60605,2022-01-05T00:00:00.000,Canvass,Pass,41.86672435405559,-87.62596114837754
2546178,2684303,Children's Services Facility,Risk 1 (High),60609,2022-01-05T00:00:00.000,License,Pass,41.83020702073215,-87.68169307295167
2546179,2437482,Restaurant,Risk 2 (Medium),60605,2022-01-05T00:00:00.000,Canvass,Pass,41.86753862662266,-87.6262084807218
2546182,2757138,Restaurant,Risk 1 (High),60629,2022-01-05T00:00:00.000,Canvass,Fail,41.7608061174595,-87.70251735250555
2546221,1122193,Restaurant,Risk 1 (High),60601,2022-01-05T00:00:00.000,Canvass,Pass,41.88720776765347,-87.62469337443704
2546183,2229462,Daycare Above and Under 2 Years,Risk 1 (High),60614,2022-01-06T00:00:00.000,Canvass,Pass,41.93018914881091,-87.6684683252167
2546185,2198339,Restaurant,Risk 1 (High),60608,2022-01-06T00:00:00.000,Canvass,Pass,41.8370868237626,-87.66558285253427
2546186,2823099,Restaurant,Risk 1 (High),60610,2022-01-06T00:00:00.000,License,Pass,41.89655847960636,-87.62885920239039
2546188,1913925,Restaurant,Risk 1 (High),60614,2022-01-06T00:00:00.000,Canvass,Pass,41.93252953939086,-87.6537938531344
2546189,2823101,Restaurant,Risk 1 (High),60610,2022-01-06T00:00:00.000,License,Pass,41.89655847960636,-87.62885920239039
2546190,2823344,Restaurant,Risk 1 (High),60610,2022-01-06T00:00:00.000,License,Pass,41.89655847960636,-87.62885920239039
2546191,2622405,Restaurant,Risk 1 (High),60622,2022-01-06T00:00:00.000,Complaint,Fail,41.90485662426528,-87.66859020422658
2546192,2718247,Restaurant,Risk 1 (High),60640,2022-01-06T00:00:00.000,Complaint,Pass,41.97784289507301,-87.66820740032976
2546193,2548779,Grocery Store,Risk 1 (High),60619,2022-01-06T00:00:00.000,Canvass,Fail,41.7510468251433,-87.61264331123509
2546194,37735,Restaurant,Risk 1 (High),60618,2022-01-06T00:00:00.000,Canvass,Pass,41.93905185360739,-87.72175841245375
2546195,2703451,Restaurant,Risk 1 (High),60612,2022-01-06T00:00:00.000,Complaint,Fail,41.881020491797024,-87.68867106150643
2546196,2542863,Grocery Store,Risk 1 (High),60647,2022-01-06T00:00:00.000,Complaint,Pass,41.9309887557474,-87.71078516828324
2546197,2595954,Daycare Combo 1586,Risk 1 (High),60636,2022-01-06T00:00:00.000,Canvass Re-Inspection,Pass,41.78741253524762,-87.68400312578896
2546199,2803846,Daycare Above and Under 2 Years,Risk 1 (High),60636,2022-01-06T00:00:00.000,License,Pass,41.78746930336788,-87.68400478419849
2546201,2827419,Grocery Store,Risk 2 (Medium),60608,2022-01-06T00:00:00.000,License,Pass,41.85313078075328,-87.6806497818038
2546202,2703973,Restaurant,Risk 1 (High),60647,2022-01-06T00:00:00.000,Canvass,Pass,41.926525863659975,-87.70348437837019
2546206,2818395,Children's Services Facility,Risk 1 (High),60643,2022-01-06T00:00:00.000,License Re-Inspection,Pass,41.70670933007148,-87.67081386117727
2546209,1771594,Restaurant,Risk 1 (High),60610,2022-01-06T00:00:00.000,Canvass,Fail,41.889937518511736,-87.62909217502623
2546210,2433064,Restaurant,Risk 1 (High),60607,2022-01-06T00:00:00.000,Complaint Re-Inspection,Pass,41.869855596598576,-87.64027030786521
2546211,2663945,Restaurant,Risk 1 (High),60614,2022-01-06T00:00:00.000,Canvass,Fail,41.93275507540195,-87.65348810068593
2546212,1981546,School,Risk 1 (High),60629,2022-01-06T00:00:00.000,Canvass,Pass,41.780460183026975,-87.71709364131186
2546213,28452,Bakery,Risk 1 (High),60645,2022-01-06T00:00:00.000,Canvass,Pass,42.019181973030165,-87.70116444187651
2546214,2551508,Restaurant,Risk 1 (High),60616,2022-01-06T00:00:00.000,Canvass,Pass,41.83469512928589,-87.63240833719138
2546215,1964458,Restaurant,Risk 1 (High),60629,2022-01-06T00:00:00.000,Complaint,Fail,41.765126421774134,-87.72227898862089
2546216,2124659,Restaurant,Risk 1 (High),60631,2022-01-06T00:00:00.000,Canvass,Pass,41.99353421851406,-87.80126102080993
2546217,2803835,Restaurant,Risk 1 (High),60604,2022-01-06T00:00:00.000,Canvass Re-Inspection,Pass,41.87739693703613,-87.62751493171092
2546219,2289496,Restaurant,Risk 1 (High),60607,2022-01-06T00:00:00.000,Canvass,Pass,41.86632953539469,-87.63936258728717
2546220,2771190,Restaurant,Risk 1 (High),60609,2022-01-06T00:00:00.000,Canvass,Pass,41.81140787653937,-87.66489739697124
2546222,2827356,Restaurant,Risk 1 (High),60604,2022-01-06T00:00:00.000,License Re-Inspection,Pass,41.87739693703613,-87.62751493171092
2546224,2373618,Restaurant,Risk 1 (High),60617,2022-01-06T00:00:00.000,Complaint,Pass,41.707421537783866,-87.5595028300987
2546225,2088572,Restaurant,Risk 1 (High),60601,2022-01-06T00:00:00.000,Canvass,Pass,41.884588371969095,-87.62327256105529
2546226,2247280,Restaurant,Risk 2 (Medium),60624,2022-01-06T00:00:00.000,Complaint,Pass,41.87340464534467,-87.72039962829741
2546227,2437279,Restaurant,Risk 1 (High),60661,2022-01-06T00:00:00.000,Canvass Re-Inspection,Pass,41.87880137816326,-87.64741620290556
2546228,2631280,Restaurant,Risk 1 (High),60601,2022-01-06T00:00:00.000,Canvass,Fail,41.88502983462608,-87.6264083476607
2546229,1959937,Restaurant,Risk 1 (High),60609,2022-01-06T00:00:00.000,Canvass,Pass,41.805447445608166,-87.66503168679836
2546230,2827107,Bakery,Risk 1 (High),60646,2022-01-07T00:00:00.000,Canvass,Pass,41.986971746707326,-87.77824042057848
2546231,2563635,Restaurant,Risk 1 (High),60657,2022-01-07T00:00:00.000,Canvass Re-Inspection,Pass,41.942819898362366,-87.64921416892889
2546233,2510702,Restaurant,Risk 1 (High),60622,2022-01-07T00:00:00.000,Canvass,Fail,41.89656472326457,-87.66715820669604
2546235,2766559,Restaurant,Risk 2 (Medium),60608,2022-01-07T00:00:00.000,Canvass,Fail,41.83773645864835,-87.64641676369209
2546236,1575380,Restaurant,Risk 2 (Medium),60646,2022-01-07T00:00:00.000,Canvass,Fail,41.997218556659014,-87.76226894713746
2546237,1770844,Restaurant,Risk 2 (Medium),60622,2022-01-07T00:00:00.000,Complaint,Fail,41.90116002680116,-87.66757975077441
2546238,37508,Restaurant,Risk 2 (Medium),60613,2022-01-07T00:00:00.000,Complaint,Fail,41.95423657765484,-87.66486474017243
2546242,2121068,Restaurant,Risk 1 (High),60614,2022-01-07T00:00:00.000,Canvass,Fail,41.917981293152046,-87.6543408517294
2546244,2522831,Restaurant,Risk 1 (High),60638,2022-01-07T00:00:00.000,Canvass,Fail,41.793632714800815,-87.80143327210808
2546246,2215525,Daycare (2 - 6 Years),Risk 1 (High),60610,2022-01-07T00:00:00.000,License,Pass,41.90854430698586,-87.6302719697274
2546247,2022109,Restaurant,Risk 1 (High),60641,2022-01-07T00:00:00.000,Canvass,Pass,41.93575126195393,-87.74691044444539
2546248,2688961,Restaurant,Risk 1 (High),60612,2022-01-07T00:00:00.000,Canvass,Pass,41.88434005711101,-87.69668734719967
2546249,2813679,Restaurant,Risk 1 (High),60609,2022-01-07T00:00:00.000,License,Pass,41.81060129421089,-87.66028325873228
2546253,2380010,Restaurant,Risk 1 (High),60610,2022-01-07T00:00:00.000,Canvass,Pass,41.905898874391504,-87.63019276315075
2546254,2823023,Restaurant,Risk 1 (High),60639,2022-01-07T00:00:00.000,License,Pass,41.9098474384738,-87.73744355102082
2546256,2636244,Grocery Store,Risk 3 (Low),60666,2022-01-07T00:00:00.000,Canvass,Pass,42.00875076599798,-87.90687413400109
2546257,1878461,Golden Diner,Risk 1 (High),60619,2022-01-07T00:00:00.000,Canvass,Pass,41.72165238704908,-87.621752171201
2546259,2827552,Restaurant,Risk 2 (Medium),60626,2022-01-07T00:00:00.000,License,Pass,41.99958898978247,-87.66082598632771
2546261,2129639,Restaurant,Risk 1 (High),60601,2022-01-07T00:00:00.000,Canvass,Pass,41.88539004666972,-87.61898671163952
2546264,2215859,Daycare (2 - 6 Years),Risk 1 (High),60647,2022-01-07T00:00:00.000,License,Fail,41.911154536126396,-87.71185910263608
2546265,2215545,Children's Services Facility,Risk 1 (High),60647,2022-01-07T00:00:00.000,License,Fail,41.93191841302698,-87.70720963665408
2546266,2589855,Restaurant,Risk 1 (High),60618,2022-01-07T00:00:00.000,Canvass Re-Inspection,Pass,41.961127512862454,-87.72223919023664
2546271,2578400,Restaurant,Risk 2 (Medium),60629,2022-01-07T00:00:00.000,Complaint,Fail,41.78889143422201,-87.70327959216557
2546272,2517808,Restaurant,Risk 1 (High),60666,2022-01-07T00:00:00.000,Complaint,Pass,42.00875076599798,-87.90687413400109
2546273,2202890,Restaurant,Risk 1 (High),60601,2022-01-07T00:00:00.000,Canvass,Pass,41.88539004666972,-87.61898671163952
2546274,1847167,Restaurant,Risk 1 (High),60607,2022-01-07T00:00:00.000,Canvass,Pass,41.86918475349806,-87.66450967311361
2546275,2245297,Restaurant,Risk 1 (High),60605,2022-01-07T00:00:00.000,Complaint,Pass,41.87423457984985,-87.62935644330602
2546276,1620442,Restaurant,Risk 1 (High),60617,2022-01-07T00:00:00.000,Complaint,Pass,41.75150374874277,-87.58543743694896
2546278,2749623,Restaurant,Risk 2 (Medium),60651,2022-01-07T00:00:00.000,Complaint,Pass,41.90222299575328,-87.76768777794881
2546279,2717625,Restaurant,Risk 1 (High),60626,2022-01-07T00:00:00.000,Complaint,Pass,42.00781495142283,-87.66506815194622
2546280,2683434,Restaurant,Risk 2 (Medium),60614,2022-01-07T00:00:00.000,Canvass,Fail,41.91799439993257,-87.65341562435047
2546281,2138371,Restaurant,Risk 1 (High),60601,2022-01-07T00:00:00.000,Canvass,Pass,41.88539004666972,-87.61898671163952
2546283,2138732,Restaurant,Risk 1 (High),60601,2022-01-07T00:00:00.000,Canvass,Pass,41.88539004666972,-87.61898671163952
2546284,2411546,Restaurant,Risk 1 (High),60629,2022-01-07T00:00:00.000,Complaint,Fail,41.786381894858785,-87.70179623177904
2546285,2549540,Grocery Store,Risk 1 (High),60605,2022-01-07T00:00:00.000,Complaint,Pass,41.87063499080216,-87.62727753012125
2546287,2713626,Restaurant,Risk 2 (Medium),60666,2022-01-07T00:00:00.000,Canvass,Pass,42.00875076599798,-87.90687413400109
2546288,2812788,Restaurant,Risk 1 (High),60609,2022-01-10T00:00:00.000,License,Pass,41.802825619757144,-87.6646684305344
2546289,2827533,Grocery Store,Risk 3 (Low),60651,2022-01-10T00:00:00.000,License,Pass,41.901900217108135,-87.7745427726986
2546291,2708961,Daycare Above and Under 2 Years,Risk 1 (High),60628,2022-01-10T00:00:00.000,License,Pass,41.70556659418179,-87.60107403032647
2546296,2523421,Restaurant,Risk 1 (High),60628,2022-01-10T00:00:00.000,Complaint,Pass,41.708643985185354,-87.64302434778298
2546297,2216184,Children's Services Facility,Risk 1 (High),60639,2022-01-10T00:00:00.000,License,Fail,41.917006969693496,-87.73035873163154
2546299,1981654,Golden Diner,Risk 1 (High),60610,2022-01-10T00:00:00.000,Canvass,Pass,41.90323617508756,-87.63220582395009
2546301,1942312,Restaurant,Risk 1 (High),60640,2022-01-10T00:00:00.000,Complaint,Pass,41.96549804345954,-87.65832493927576
2546302,3306130,School,Risk 1 (High),60621,2022-01-10T00:00:00.000,Canvass,Fail,41.7935529153298,-87.64134487775173
2546303,2327027,Children's Services Facility,Risk 1 (High),60621,2022-01-10T00:00:00.000,Canvass,Pass,41.794148173514856,-87.62914860696206
2546304,2601744,Daycare Above and Under 2 Years,Risk 1 (High),60661,2022-01-10T00:00:00.000,License,Fail,41.886694736196496,-87.64503360250157
2546305,1120265,Restaurant,Risk 1 (High),60641,2022-01-10T00:00:00.000,Canvass,Pass,41.95733219749337,-87.75179741856313
2546306,2818128,Restaurant,Risk 1 (High),60612,2022-01-10T00:00:00.000,License,Fail,41.86914817242202,-87.68152576167911
2546307,2432158,Children's Services Facility,Risk 1 (High),60638,2022-01-10T00:00:00.000,License,Fail,41.79209763612489,-87.78889867346375
2546308,2528662,Restaurant,Risk 1 (High),60639,2022-01-10T00:00:00.000,Canvass,Fail,41.909290253580146,-87.76371774518901
2546310,27392,Restaurant,Risk 1 (High),60638,2022-01-10T00:00:00.000,Canvass,Pass,41.776733885144054,-87.76152793545329
2546312,2551672,Children's Services Facility,Risk 1 (High),60607,2022-01-10T00:00:00.000,License,Fail,41.8778102002359,-87.64902370821919
2546313,2551686,Children's Services Facility,Risk 1 (High),60605,2022-01-10T00:00:00.000,License,Pass,41.87463443306632,-87.63041839574807
2546314,2827301,Restaurant,Risk 1 (High),60629,2022-01-10T00:00:00.000,License Re-Inspection,Pass,41.76429990022238,-87.70069889807027
2546316,6292,Restaurant,Risk 1 (High),60638,2022-01-10T00:00:00.000,Canvass,Pass,41.77764909899739,-87.79045984411599
2546318,2823373,GAS STATION/GROCERY,Risk 3 (Low),60609,2022-01-10T00:00:00.000,License,Pass,41.81639453372854,-87.6313400897933
2546319,2179622,Restaurant,Risk 1 (High),60632,2022-01-10T00:00:00.000,Complaint,Fail,41.80772111499567,-87.72682517366316
2546320,2470637,Restaurant,Risk 1 (High),60647,2022-01-10T00:00:00.000,Complaint,Pass,41.924751316676854,-87.69180094813183
2546321,2391595,Restaurant,Risk 1 (High),60612,2022-01-10T00:00:00.000,Canvass,Fail,41.88543498614326,-87.66708805526099
2546322,2477291,Restaurant,Risk 1 (High),60620,2022-01-10T00:00:00.000,Complaint,Pass,41.73637382027632,-87.62723156456728
2546323,2738694,Restaurant,Risk 1 (High),60609,2022-01-10T00:00:00.000,Complaint Re-Inspection,Pass,41.808780247267606,-87.65995685711123
2546327,2269981,Children's Services Facility,Risk 1 (High),60607,2022-01-10T00:00:00.000,License,Fail,41.88409464331836,-87.65939544119212
2546329,23079,Coffee shop,Risk 2 (Medium),60605,2022-01-10T00:00:00.000,Canvass,Pass,41.874662880779674,-87.62906528869487
2546332,1798044,Restaurant,Risk 1 (High),60647,2022-01-10T00:00:00.000,Complaint,Fail,41.91720372277074,-87.71205205718034
2546333,21126,Grocery Store,Risk 2 (Medium),60625,2022-01-10T00:00:00.000,Canvass,Fail,41.967793087217416,-87.7086027049243
2546335,34389,Bakery,Risk 1 (High),60625,2022-01-10T00:00:00.000,Canvass,Pass,41.967964205941854,-87.70860589246426
2546336,2314796,Daycare Above and Under 2 Years,Risk 1 (High),60605,2022-01-10T00:00:00.000,License,Pass,41.86593147276504,-87.62724010325859
2546339,2559694,Restaurant,Risk 1 (High),60601,2022-01-10T00:00:00.000,Canvass,Fail,41.88453096378336,-87.62460204460082
2546340,2818128,Restaurant,Risk 1 (High),60612,2022-01-11T00:00:00.000,License Re-Inspection,Pass,41.86914817242202,-87.68152576167911
2546343,2215595,Children's Services Facility,Risk 1 (High),60612,2022-01-11T00:00:00.000,Non-Inspection,Pass,41.87786014089072,-87.69877543162723
2546344,1682475,Grocery Store,Risk 2 (Medium),60621,2022-01-11T00:00:00.000,Canvass,Fail,41.76318119503534,-87.64421502104818
2546345,2822972,Restaurant,Risk 1 (High),60640,2022-01-11T00:00:00.000,License,Fail,41.97319805257552,-87.65524806242914
2546347,2754205,Restaurant,Risk 1 (High),60637,2022-01-11T00:00:00.000,License,Pass,41.768478817719135,-87.60901224025406
2546348,2818243,Grocery Store,Risk 1 (High),60612,2022-01-11T00:00:00.000,Non-Inspection,Pass,41.87363514754481,-87.70086223773322
2546349,2771131,Restaurant,Risk 2 (Medium),60617,2022-01-11T00:00:00.000,Complaint,Fail,41.72788019121327,-87.5510612280602
2546350,2754206,Restaurant,Risk 1 (High),60637,2022-01-11T00:00:00.000,License,Pass,41.768478817719135,-87.60901224025406
2546351,2827281,Restaurant,Risk 1 (High),60610,2022-01-11T00:00:00.000,License,Fail,41.91097281776573,-87.64078557724434
2546352,1575380,Restaurant,Risk 2 (Medium),60646,2022-01-11T00:00:00.000,Canvass Re-Inspection,Fail,41.997218556659014,-87.76226894713746
2546353,2827282,Restaurant,Risk 1 (High),60610,2022-01-11T00:00:00.000,License,Fail,41.91097281776573,-87.64078557724434
2546354,1380,Grocery Store,Risk 1 (High),60613,2022-01-11T00:00:00.000,Canvass Re-Inspection,Pass,41.96139777990347,-87.65459297484728
2546356,2621876,Restaurant,Risk 2 (Medium),60619,2022-01-11T00:00:00.000,Complaint,Fail,41.76571672629447,-87.60558402698705
2546357,2522179,Bakery,Risk 1 (High),60660,2022-01-11T00:00:00.000,Canvass Re-Inspection,Pass,41.98373915183195,-87.65964672940271
2546358,19267,Restaurant,Risk 1 (High),60660,2022-01-11T00:00:00.000,Canvass Re-Inspection,Pass,41.98373476698546,-87.65988782352466
2546361,2708661,Grocery Store,Risk 1 (High),60639,2022-01-11T00:00:00.000,Canvass,Fail,41.92427271358551,-87.75211503765784
2546362,2827495,Grocery Store,Risk 1 (High),60624,2022-01-11T00:00:00.000,License,Pass,41.8806501624938,-87.7230471534104
2546363,2437116,Restaurant,Risk 1 (High),60622,2022-01-11T00:00:00.000,Canvass,Pass,41.90335951000414,-87.67339733788289
2546364,1144384,Grocery Store,Risk 1 (High),60616,2022-01-11T00:00:00.000,Complaint,Pass,41.833044738178955,-87.61461136443168
2546365,2817619,Restaurant,Risk 2 (Medium),60637,2022-01-11T00:00:00.000,License,Pass,41.77322973389133,-87.60591766980235
2546366,2767043,Restaurant,Risk 1 (High),60607,2022-01-11T00:00:00.000,Complaint,Fail,41.86878882228545,-87.64091692235533
2546367,2452173,Restaurant,Risk 1 (High),60654,2022-01-11T00:00:00.000,Complaint,Pass,41.89093540406077,-87.63094480116382
2546368,2823403,Restaurant,Risk 2 (Medium),60661,2022-01-11T00:00:00.000,License,Fail,41.88199433820508,-87.6397586848809
2546369,2797433,Grocery Store,Risk 2 (Medium),60659,2022-01-11T00:00:00.000,Complaint,Pass,41.9976208212622,-87.70239325243338
2546371,2522831,Restaurant,Risk 1 (High),60638,2022-01-11T00:00:00.000,Canvass Re-Inspection,Pass,41.793632714800815,-87.80143327210808
2546374,60184,Restaurant,Risk 1 (High),60618,2022-01-11T00:00:00.000,Complaint,Fail,41.93265693660558,-87.71305610116421
2546375,2569647,Restaurant,Risk 1 (High),60601,2022-01-11T00:00:00.000,Canvass,Pass,41.885822047853026,-87.63230373508567
2546376,1953633,Restaurant,Risk 1 (High),60607,2022-01-11T00:00:00.000,Canvass,Pass,41.86954061491065,-87.65583876211008
2546377,2704234,Restaurant,Risk 1 (High),60624,2022-01-11T00:00:00.000,Complaint,Pass,41.8663442415005,-87.72052963180168
2546380,1300088,Restaurant,Risk 1 (High),60602,2022-01-11T00:00:00.000,Canvass,Fail,41.88199007378305,-87.63221287591374
2546401,2827333,Catering,Risk 1 (High),60661,2022-01-11T00:00:00.000,License,Pass,41.885809613331816,-87.6439073443582
2546411,2827334,Catering,Risk 1 (High),60661,2022-01-11T00:00:00.000,License,Pass,41.885809613331816,-87.6439073443582
2546381,39871,Bakery,Risk 1 (High),60640,2022-01-12T00:00:00.000,Canvass,Fail,41.97339412511678,-87.65695652645591
2546382,2522689,Daycare Above and Under 2 Years,Risk 1 (High),60620,2022-01-12T00:00:00.000,License,Pass,41.75006890085261,-87.67724727258421
2546383,1820302,Bakery,Risk 2 (Medium),60622,2022-01-12T00:00:00.000,Complaint,Fail,41.90338991864267,-87.671521816288
2546385,55255,Restaurant,Risk 1 (High),60654,2022-01-12T00:00:00.000,Canvass,Pass,41.88807037763845,-87.62969225672218
2546386,55247,Restaurant,Risk 1 (High),60654,2022-01-12T00:00:00.000,Canvass,Pass,41.88807037763845,-87.62969225672218
2546387,1379914,Restaurant,Risk 1 (High),60647,2022-01-12T00:00:00.000,Canvass Re-Inspection,Fail,41.9100178857574,-87.72447840284197
2546389,55254,Restaurant,Risk 1 (High),60654,2022-01-12T00:00:00.000,Canvass,Pass,41.88807037763845,-87.62969225672218
2546392,2079332,Restaurant,Risk 1 (High),60640,2022-01-12T00:00:00.000,Complaint,Fail,41.965299735031415,-87.67259229705587
